StudyID,Authors,Title,Journal,Abstract,Year,DOI,Included,Methods,Obs_exp,Species,Order,Class,Methods_subgroup,n_indiv,Spatial_area_sqkm,Days_obs_per_indiv,Fixes_per_indiv,Temporal_range,Stage,Indiv_ID,Primary_alt_behav,Keywords,Notes,Assumptions
Thums_2018,"Thums, Michele; Rossendell, Jason; Guinea, Mick; Ferreira, Luciana C.",Horizontal and vertical movement behaviour of flatback turtles and spatial overlap with industrial development,MARINE ECOLOGY PROGRESS SERIES,"Understanding the overlap of animal distributions and anthropogenic activity is essential for effective conservation management. Here, we analysed data from satellite transmitters deployed on 35 adult female flatback turtles nesting in the vicinity of an iron ore port to understand the spatial and temporal components of the main phases of their breeding cycle and assessed overlap with this industrial activity. During the inter-nesting phase, flatback turtles remained 14 +/- 9 km from their nesting site. On their transit to foraging grounds they did not use a discrete corridor, using an area from the coast out to the 50 m contour and dispersed widely to foraging grounds (18 to 1326 km away) that had low spatial overlap among individuals. The home range of 94 % of turtles during inter-nesting, 26% during outward transit and 3% during foraging had overlap with the shipping channel associated with the port. Although these results suggest that risks associated with vessel collision would be increased during the nesting season and early part of the transit to foraging grounds, no such impacts were detected. Outside of these times (>80% of the time), industrial activities in this area are likely to be low risk to flatback turtles from the main studied rookery. We also provide the first information on the diving behaviour and in situ water temperature data of flatback turtles during the post-nesting migration, showing that turtles forage both on the benthos and within the water column, and that some turtles forage in relatively deep and stratified water.",2018,10.3354/meps12650,marine,telem,obs,Natator_depressus,turtle,reptile,MARINE,35,,,,,,,,,,
Cheyne_2019,"Cheyne, Susan M.; Supiansyah; Adul; Wilcox, Cara H.; Cahyaningrum, Eka; Smith, Yvette C. Ehlers; Smith, David A. Ehlers; Kulu, Ici P.",A Short Cut to Mushrooms - Red Langur (Presbytis rubicunda) Consumption of Terrestrial Fungus,FOLIA PRIMATOLOGICA,"We report the first in-depth evidence of targeted mushroom foraging in an Asian colobine. Using direct observations (2010-2018) and camera traps (2008-2018) in the Sebangau Forest, Central Kalimantan, Indonesian Borneo, we show how adult female red langurs (Presbytis rubicunda) are regularly descending to the ground to consume mushrooms. We recorded 82 counts (0.36% of all focal observations, n = 25,502) of the focal adult langur on the ground from direct observations of habituated groups, and 80 independent images/videos of red langurs on the ground were obtained from the camera traps representing 1.12% of total images (n = 7,145). Mushroom consumption took place in 4 families, representing 0.04% of total focal behaviour observations and 24.3% of total time feeding on the ground. From the camera trap photos, red langurs are spending 20% of time on the ground feeding. We speculate that mushrooms could be a supplementary food for adult female langurs as there is an increase in consumption in April and November. (C) 2019 S. Karger AG, Basel",2019,10.1159/000496146,no_access,camera traps_ethology,obs,,,,,,,,,,,,,,,
Barri_2011,"Barri, Fernando R.; Fernandez, Mariela","Foraging and vigilance time allocation in a guanaco (Lama guanicoe) population reintroduced in Quebrada del Condorito National Park (Crdoba, Argentina)",ACTA ETHOLOGICA,"In reintroduction projects, ethology studies play a significant role in evaluating the behaviour of the individuals in habitats where they are reintroduced. We studied foraging and vigilance time allocation of a guanaco (Lama guanicoe) population reintroduced in Quebrada del Condorito National Park (QCNP), in the central mountains of Crdoba, Argentina. On average, individuals showed a higher proportion of time invested in vigilance and a lower proportion of time invested in foraging than a previously studied guanaco population belonging to the same ecological region as the source population, suggesting that at the time of this study, the reintroduced population was not fully adapted to the new habitat or suffered from an increased predation pressure. On the other hand, as expected for the species, throughout the study period, males allocated more time to vigilance than females, both sexes increasing vigilance during the reproductive period, and females increasing foraging time allocation during the post-reproductive period. Taking into account that further reinforcement to the existing population is planned, the present results may contribute to the elaboration of management strategies aimed at the successful establishment of guanaco in QCNP.",2011,10.1007/s10211-011-0098-5,yes,ethology,obs,Lama guanicoe,ungulate,mammal,"radio_tracking, direct_obs",14,7,0.033234127,,210,AB,yes,vigilance,,"used radio collars to find them, but then observed ethologically",10 min prior to obs to make sure they weren't responding to the observer
Bonaccorso_2014,"Bonaccorso, Frank J.; Winkelmann, John R.; Todd, Christopher M.; Miles, Adam C.","Foraging movements of epauletted fruit bats (Pteropodidae) in relation to the distribution of sycamore figs (Moraceae) in Kruger National Park, South Africa",ACTA CHIROPTEROLOGICA,"We examined the distribution of Ficus sycomorus in relation to the movements and feeding, behavior of two species of epauletted fruit bats in Kruger National Park in order to learn about the scale and tempo of the seed dispersal of this riparian tree. Radio-tagged Epomophorus crypturus and Epomophorus wahlbergi restricted > 90% of activity within riparian forests having F. sycomorus present; whereas, < 10% of activity occurred in thorn thickets where folivory on Balanites maughamii and frugivory on Sclerocarya birrea appeared to offer secondary sources of forage. Bats usually carried figs to foliage perches within 200 m of the fruiting tree before feeding. Within a night, maximum one-way movement was 13.9 km as bats visited <= four foraging patches. No significant difference occurred between foraging ranges of E. wahlbergi at Skukuza (16.0 +/- 3.0 ha) and E. crypturus at Shingwedzi (19.9 +/- 5.1 ha). However, E. crypturus at Babalala had significantly larger mean foraging range (52.4 ha + 4.5 ha) than either species elsewhere. Mean foraging range, core use area, and long axis across foraging range of E. wahlbergi changed significantly with season, year, and fig abundance. Our study suggests interdependence between F. sycomorus and the two species of fruit bats in Kruger National Park with bat movements largely following the distribution of available ripe figs.",2014,10.3161/150811014X683255,yes,telem,obs,"Epomophorus_wahlbergi, Epomophorus_crypturus",bat,mammal,"radio_tracking, radio_triang, posture_sensor",30,9,,102.1666667,210,ABC,yes,resting,,"VHF tags indicated upright vs. horizontal, so activity from radio was possible, and also had observations of radio tagged bats eating at trees",
Miglietta_2021,"Miglietta, Silvia; Bardino, Giulia; Sotto-Mayor, Andrea; Galli, Aurore San; Meulman, Ellen; Breuer, Thomas; Fuh, Terence; Masi, Shelly",Absence of specific individuals and high food abundance elicit food calls in wild western gorillas,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"Food calls are widespread across many mammal and bird species, but the reasons of this adaptive success are not yet fully understood. Using data from four habituated groups of western gorillas (Gorilla gorilla) in Central Africa, we investigated the possible influence of ecological (food type and quantity) and social factors (presence, arrival and departure of specific group members) on food call production. Western gorillas emitted food calls mainly in foraging contexts. The emission probability increased with food types of high quality (in relation to the season) and, particularly, with abundant food patches. Food calls elicited the arrival of group members at the feeding tree. Adult females, the most frequent signallers, mostly emitted food calls when the silverback and all offspring were absent at the feeding tree, when compared to the absence of other group members. From the receiver perspective, the probability that the silverback and all offspring arrived at the feeding tree increased when adult females emitted food calls. When calling, adult females likely benefit by increasing both nutritional intake and protection of their own offspring (by increasing spatial proximity with the silverback). Moreover, food calls emitted in the second part of the duration of tree visits had the strongest effect on the prolongation of the feeding session. Our results suggest that the adaptive reasons of food calls in one-male harem species may be increasing group cohesion/coordination and facilitating offspring survival. Significance statement The adaptive reasons for the widespread presence of food calls in many animal species aremultiple and not mutually exclusive. We showed that western gorilla emitted food calls mainly in foraging contexts; they attract other group members and deliver information on the presence of abundant resources of high quality. Food calls emitted in the second part of the tree visit seem to prolong the feeding session. Adult females, the most frequent signallers, emitted food calls more often when their offspring and the silverback are absent. These results suggest that, in species with rather stable society (such as one-male harem), this behaviour may serve to increase cohesion/coordination and to facilitate offspring survival. This study is a first step for increasing our understanding on the presence of functionally referential calls in wild western gorillas.",2021,10.1007/s00265-021-03027-y,no_access,ethology,obs,,,,,,,,,,,,,,,
Sales_2021,"Sales, Raul Fernandes Dantas; Freire, Eliza Maria Xavier",Reproductive behavior of Spix's Whiptails in the wild: understanding the costs and benefits of mate-guarding,ACTA ETHOLOGICA,"Across animal taxa, females of non-territorial species have potential opportunities to mate with multiple partners; hence, the primary mechanism available for males to ensure paternity is to guard the receptive female after copulation and repel other males. Hypothetically, mate-guarding is costly for males in terms of energy acquisition and increased risk of injury, and beneficial for females in terms of decreased harassment by other males and an increase in available foraging time. Here, we provide a detailed description of mating behavior and test these hypotheses in the Spix's Whiptail (Ameivula ocellifera). Mating behavior is characterized by the following events: (1) a male courts a female in the entrance of her burrow; (2) if courtship is accepted by the female, a consensual copulation occurs; (3) after copulation the male accompanies the female during her daily activity, being aggressive towards other males; (4) when the female returns to the burrow, the companion male remains vigilant at the entrance and repels rival males. Besides the mate-guarding strategy, alternative mating tactics are adopted by some males that do not guard females after courtship and consensual copulation, while others try to copulate opportunistically with a female without prior courtship. Companion males spent more time vigilant, less time actively foraging, and captured less prey when compared to solitary males. Accompanied females captured prey in a similar proportion to solitary females but spent more time vigilant and less time foraging. Companion males won 100% of their interactions with rival males, chasing them away from the females. Accompanied females hence did not suffer harassment from other males when companion males were close. Our results evidence energetic costs of mate-guarding for males but not increased risk of injuries. By accepting mate-guarding, females do not appear to have energetic gains and lose the advantage of cryptic mate choice but can benefit from access to high-quality males and protection from harassment.",2021,10.1007/s10211-020-00360-9,no_access,ethology,obs,,,,,,,,,,,,,,,
Souza-Alves_2021,"Souza-Alves, Joao P.; Chagas Alves, Renata R. D.; Hilario, Renato R.; Barnett, Adrian A.; Bezerra, Bruna M.",Species-specific resource availability as potential correlates of foraging strategy in Atlantic Forest edge-living common marmosets,ETHOLOGY ECOLOGY & EVOLUTION,"In seasonal environments, while some primates change their behavioural patterns according to the total food available, others associate it with plant-specific food availability. We recorded behavioural and ecological data from one marmoset group at the edge of a 522-ha Atlantic Forest fragment in order to verify the seasonal and between-year patterns. We collected behavioural and diet data via scan sampling for 9 months (3 months/season), and estimated the fruiting source density. Fruit resources were significantly more available in the 2012 dry season than the 2012 rainy and 2013 dry seasons. Overall, foraging and moving were the main activities, and fruits and exudates were the principal food items consumed. During the rainy season, the common marmosets devoted more time to eating fruits, increased the niche breadth and food source revisitation frequency, and used the forest's middle-strata more often. When we compared between-year data, we found that common marmosets rested more frequently, fed more often on invertebrates and had a broader niche breadth in the 2012 dry season than in the 2013 dry season. The availability of specific fruit resources and invertebrates appeared to influence study group activity budget and diet. Variation in food availability may have reduced diet niche breadth and stratum use. Our study confirms the well-established flexibility of common marmosets, and demonstrates key aspects of their foraging strategy to survive in modified habitats.",2021,10.1080/03949370.2021.1949751,no_access,ethology,obs,,,,,,,,,,,,,,,
Noonan_2015,"Noonan, Michael J.; Markham, Andrew; Newman, Chris; Trigoni, Niki; Buesching, Christina D.; Ellwood, Stephen A.; Macdonald, David W.",A new Magneto-Inductive tracking technique to uncover subterranean activity: what do animals do underground?,METHODS IN ECOLOGY AND EVOLUTION,"Despite the importance of the subterranean ecotope, knowledge of underground movement and behaviour has been extremely limited. Previous technologies have relied upon techniques with very low spatial or temporal resolution, such as VHF telemetry. Rather incongruously, therefore, relatively simple underground activity regimes have often been assumed, with insufficient attention to the ecological importance of burrow use. We test the capability of Magneto-Inductive (MI) tracking, recording underground movement within a European badger sett over a 2week period in February. These data allowed us to: quantify subterranean movement; extrapolate the three-dimensional burrow architecture; simultaneously track multiple individuals; and establish the function of specific movement patterns; demonstrating the technique's utility. Contrasting data generated using MI tracking, against the resolution achievable with VHF tracking, we establish how sampling frequency can influence the perception of movement. Taking 20 locational fixes per minute, MI collars operated for 1year before on-board batteries failed, resulting in an average five billion data points per collar deployment. Socio-ecologically we found that rather than foraging continuously throughout the night, badgers returned to the sett an average of 22 times, approximately every 3-4h. From burrow mapping, badgers tended to use peripheral chambers for c. 45min on these return visits. These outlying chambers were used less by day, when badgers selected deeper chambers, suggesting each chamber type fulfils a different function. This technology also exposed that badgers exhibited a far greater extent of underground movement than revealed by former technologies, which by comparison captured <05% of subterranean activity. Importantly, these high-resolution data showed that individuals left, returned to, and moved about the sett independently, with no tendency for synchronous subterranean activity. In overview, Magneto-Inductive tracking proved relatively simple and cost-effective to deploy, it provided very detailed and accurate subterranean fixes, and was robust enough for long-term field deployment. Furthermore, the capabilities of MI are highly transferable, enabling a better understanding of underground activity and the ecological importance of subterranean burrows for the conservation and management of a wide range of species.",2015,10.1111/2041-210X.12348,no_foraging,magnet_telem,obs,Meles_meles,carnivore,mammal,VALIDATION - no actual foraging measured,,,,,,,,,,,
De_Torrez_2017,"De Torrez, Elizabeth C. Braun; Samoray, Steve T.; Silas, Kirk A.; Wallrichs, Megan A.; Gumbert, Mark W.; Ober, Holly K.; McCleery, Robert A.","Acoustic Lure Allows for Capture of a High-Flying, Endangered Bat",WILDLIFE SOCIETY BULLETIN,"Mist nets are commonly used to capture free-flying bats; however, some bat species are very difficult to capture because of their flight behavior, habitat preferences, and ability to avoid nets. High-flying, open-space foragers are especially underrepresented by mist-net surveys. Few studies have investigated the effectiveness of using acoustic lures (playbacks of conspecific vocalizations) to increase capture success of bats in mist nets. We tested the efficacy of an acoustic lure to capture a high-flying rare molossid, the endangered Florida bonneted bat (Eumops floridanus), which had been captured only once away from a known roost prior to our research. We used a crossover experimental design with 2 lure treatments (nets with lures playing social call recordings from 2 different roosts) and 2 control nets (no lures) in 6 sites for 2 nights each. We captured 15 Florida bonneted bats in our treatment nets and 0 in our control nets. One lure had greater capture success (n=13) than the other (n=2), with a trend for greater captures of males (n=11) than females (n=4). We suggest that these differences were due to the social context in which the calls used in the lures were recorded. Our study demonstrated the utility of acoustic lures to capture Florida bonneted bats and expands research opportunities critical to the species' conservation, such as the ability to use radio telemetry to track captured bats to unknown roosting and foraging areas. Our study also lays the foundation for future research into social call playbacks as a technique to lure other high-flying and elusive bat species into mist nets. (c) 2017 The Wildlife Society.",2017,10.1002/wsb.778,no_foraging,ethology,exp,bat,NOT FORAGING,NOT FORAGING,NOT FORAGING,NOT FORAGING,NOT FORAGING,NOT FORAGING,,,,,,,,
Backman_2017,"Backman, Johan; Andersson, Arne; Alerstam, Thomas; Pedersen, Lykke; Sjoberg, Sissel; Thorup, Kasper; Tottrup, Anders P.",Activity and migratory flights of individual free-flying songbirds throughout the annual cycle: method and first case study,JOURNAL OF AVIAN BIOLOGY,"We describe a method and device (< 1.2 g) for recording, processing and storing data about activity and location of individuals of free-living songbirds throughout the annual cycle. Activity level was determined every five minutes from five 100 ms samples of accelerometer data with 5 s between the sampling events. Activity levels were stored on an hourly basis throughout the annual cycle, allowing periods of resting/sleep, continuous flight and intermediate activity (foraging, breeding) to be distinguished. Measurements from a light sensor were stored from preprogrammed key stationary periods during the year to provide control information about geographic location. Successful results, including annual actogram, were obtained for a red-backed shrike Lanius collurio carrying out its annual loop migration between northern Europe and southern Africa. The shrike completed its annual migration by performing > 66 (max. 73) nocturnal migratory flights (29 flights in autumn and > 37, max. 44, in spring) adding up to a total of > 434 (max. 495) flight hours. Migratory flights lasted on average 6.6 h with maximum 15.9 h. These flights were aggregated into eight travel episodes (periods of 4-11 nights when flights took place on the majority of nights). Daytime resting levels were much higher during the winter period compared to breeding and final part of spring migration. Daytime resting showed peaks during days between successive nocturnal flights across Sahara, continental Africa and the Arabian Peninsula, indicating that the bird was mostly sleeping between these long migratory flights. Annual activity and flight data for free-living songbirds will open up many new research possibilities. Main topics that can be addressed are e.g. migratory flight performance (total flight investment, numbers and characteristics of flights), timing of stationary periods, activity patterns (resting/sleep, activity level) in different phases of the annual cycle and variability in the annual activity patterns between and within individuals.",2017,10.1111/jav.01068,no_foraging,accelerometer_daylight,obs,Lanius_collurio,passerine,bird,"ACTIVITY/MIGRATION, NOT FORAGING",1,,,,,,,,,"17 were deployed, only 1 recaught",
Borowik_2021,"Borowik, Tomasz; Kowalczyk, Rafal; Maslanko, Weronika; Duda, Norbert; Ratkiewicz, Miroslaw",Annual movement strategy predicts within-season space use by moose,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"The heterogeneity of resource availability shapes animal movements at different spatio-temporal scales. Given that movements at various scales are assumed to be linked, the space use of temperate ungulates within seasonal ranges (winter, summer) should be related to their movement patterns at the annual scale. In this study, we aimed to evaluate the level of stationarity of moose (Alces alces) within their seasonal ranges and to link annual movement patterns to within-season space use. We analysed the ranging behaviour of 32 moose fitted with GPS collars from two study areas in Eastern Poland, where at the annual scale a fraction of individuals migrate between summer and winter ranges (partial migration). Our results revealed that moose stationarity within seasonal home ranges expressed remarkable variation. The probability of moose stationarity within seasonal ranges was significantly higher (by 23%), and the mean home range size tended to be lower (9.7 km(2)) among individuals that seasonally migrated than among non-migratory moose (14.3 km(2)). In addition, we found that (i) in summer, moose were significantly more stationary (by 19%) and exhibited a smaller mean home range size than in winter (9.0 and 15.9 km(2), respectively) and (ii) the mean seasonal home range size of males (19.6 km(2)) was remarkably greater than that of females (9.6 km(2)). Given the significant link between annual and seasonal scales of animal movements, any environmental change (e.g. climate warming) affecting an animal's annual movement strategy could alter within-season animal space use and presumably individual fitness. Significance statement To maximize their fitness, animals adjust their movements to deal with variations in resource distribution in the landscape. The scale of spatio-temporal variation causes different types of migratory behaviours, ranging from year-round stationarity to migration, when individuals establish spatially separated seasonal ranges. Studies on ungulates suggest that the stability and the size of seasonal home ranges can be linked to annual movement behaviour. Using the locations of GPS-tracked moose, we demonstrate in this study that migratory individuals were more prone to establishing stable seasonal home ranges (especially in summer) than moose that occupied the same area throughout the year. Moreover, stable seasonal home ranges were remarkably smaller in summer than in winter, which may suggest a season-specific spatial distribution and a renewability of moose forage. Our results show a clear link between different temporal scales of animal movements.",2021,10.1007/s00265-021-03059-4,no_foraging,remote,obs,Alces_alces,ungulate,mammal,"MIGRATION, NOT FORAGING",,,,,,,,,,,
Ciuti_2011,"Ciuti, Simone; De Cena, Fabio; Bongi, Paolo; Apollonio, Marco",Benefits of a risky life for fallow deer bucks (Dama dama) aspiring to patrol a lek territory,BEHAVIOUR,"Little is known about the relation between male ungulates' ability to adopt a successful mating strategy during the rut and certain foraging strategies before the rut. In highly polygynous species such as many cervids, males are regarded as pure capital breeders, in that they allocate the energy stored in spring and summer to reproduction. According to the predation risk hypothesis, best foraging strategies adopted before the rut may imply a risk because, in order to invest in body size, males exploit the best feeding areas, even though characterized by higher predation risk. We performed a 9-year research through monitoring 31 fallow bucks in the lekking population of San Rossore, Italy. Among the mating strategies adopted by males, defence of the lek territory was repeatedly shown to be the most successful one. A sector of the study area was characterized by the highest meadow productivity and the highest predation risk. We showed that only those males that exploited the best feeding and yet risky areas before the rut to a greater extent, hereby investing in body size, were subsequently more likely to defend a lek territory. Males that during their life reduced the use of best feeding areas before the rut, were less likely to defend a lek territory during the rut. Among territorial males, which adopted the same spatial and foraging strategies before the rut, only few achieved a high mating success during the rut, suggesting that many other factors (phenotype, experience from previous mating seasons, and that gained as subadult males) along with foraging strategies may simultaneously contribute to explain the variability of mating success among territorial males in a lek.",2011,10.1163/000579511X563981,no_foraging,ethology,obs,Dama_dama,ungulate,mammal,"MATING BEHAVIOUR, NOT FORAGING",,,,,,,,,,,
Takada_2019,"Takada, H.; Minami, M.","Do differences in ecological conditions influence grouping behaviour in a solitary ungulate, the Japanese serow?",BEHAVIOUR,"One aim of animal behaviour research is to explain why animals live in groups. The grouping behaviour of solitary mammals is important for understanding the ecological factors promoting the evolution of sociality. We present field data of Japanese serow, a primitive solitary ungulate, in forest and alpine meadow habitats. We found no differences in group size of all age-sex classes between the forest and alpine meadow habitats, and both populations were mainly solitary. The current findings suggest that group size in the serow is not affected by ecological conditions, including habitat structure, forage abundance, and population density. However, female associations involving up to three females occurred in the alpine meadow habitat throughout the year, whereas such groupings were not observed in the forest habitat. This finding suggests that abundant food supply in the alpine meadow promoted female associations by decreasing the cost of food resource competition.",2019,10.1163/1568539X-00003540,no_foraging,ethology,obs,Capricornus_crispus,ungulate,mammal,GROUP SIZE NOT FORAGING,,2.903,,,331,,,,,,
Arndt_2018,"Arndt, Robert J.; O'Keefe, Joy M.; Mitchell, William A.; Holmes, Jordan B.; Lima, Steven L.",Do predators influence the behaviour of temperate-zone bats? An analysis of competing models of roost emergence times,ANIMAL BEHAVIOUR,"Temperate-zone bats likely feed in an environment with few dangerous nocturnal predators, suggesting a life largely free of the antipredator trade-offs faced by most other animals. Such bats may, however, encounter dangerous diurnal raptors with an early start to their nightly feeding, and thus may face predation-related trade-offs in deciding when to emerge from a daytime roost. Non-predator-related factors could also come into play in this nightly decision. We used an information-theoretic approach to examine which combination of a wide range of variables exerts the greatest influence over emergence times from maternity roosts in a population of Indiana bats, Myotis sodalis, covering a 12-year period. Our competing statistical models were based on two broad environmental influences on emergence times: predators and physical (meteorological and astronomical) variables. The best-performing model included most of the variables associated with antipredator trade-offs, assuming that bats emerging before or near sunset experience a foraging benefit and a substantial risk of predation by diurnal raptors. Accordingly, state-dependent behaviour was apparent, with emergence beginning earlier during the more energetically demanding portion of the reproductive cycle. During lactation (the most demanding period), about 20% of emergence events began before sunset, compared to only 5% during colony formation. Earlier emergence was also associated with high cloud cover (darker conditions), larger roost populations and roosts located deep into the forest. Moonlight at sunset, however, was absent from the best-supported model and had no apparent influence on emergence times. Overall, the emergence behaviour of our species is consistent with a trade-off between energetic needs and predation risk, most likely due to the temporal overlap of early emergences with the activity period of diurnal raptors. This behaviour may be more common than expected in temperate-zone bats. (C) 2018 The Association for the Study of Animal Behaviour. Published by Elsevier Ltd. All rights reserved.",2018,10.1016/j.anbehav.2018.09.014,no_foraging,ethology,obs,Myotis_sodalis,bat,mammal,"emergence time from roost =/= foraging, irrelevant",,12.5,,,,,,,,,
Marino_2012a,"Marino, Jorgelina; Sillero-Zubiri, Claudio; Johnson, Paul J.; Macdonald, David W.",Ecological bases of philopatry and cooperation in Ethiopian wolves,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"Ecological reasons for philopatry and cooperation are frequently invoked when kin selection is an insufficient explanation. The Ethiopian wolf (Canis simensis) is a specialised rodent hunter that forms family groups with cooperative breeding but also lives as monogamous pairs in suboptimal areas. Given the apparent absence of fitness gains to helpers from cooperative breeding, we set out to explore the benefits accrued by communal territorial defence measured as the acquisition and retention of habitats with more and most preferred rodent prey. Pairs defended relatively large territories to encompass critical amounts of key habitats within a matrix poor in rodents. Groups in optimal areas had relatively small territories and were expansionist, such that wolves in larger packs benefited per capita from increased good-quality foraging habitat. The fitness benefits of philopatry became evident after a rabies epizootic, when philopatry and expansionism prevailed in under-saturated conditions, until large groups split or provided dispersers that established locally. This study shows that high concentrations of prey can shift the balance of costs and benefits towards group living and cooperation in long-lived territorial carnivores, in so far as this dictates immediate rewards accrued from a given increment in territory size, namely greater foraging area per animal, leading to group enlargement and eventual inheritance of breeding space.",2012,10.1007/s00265-012-1348-x,no_foraging,ethology,obs,Canis_simensis,carnivore,mammal,"not foraging, just group size/membership",17,95,,,,,,,,,
Kittle_2021,"Kittle, A. M.; Watson, A. C.; Samaranayake, P. K. L.",Edge effects and distribution of prey forage resources influence how an apex predator utilizes Sri Lanka's largest protected area,JOURNAL OF ZOOLOGY,"Apex carnivores are integral to effectively functioning ecosystems, but their populations are declining worldwide. To ensure the long-term viability of top carnivore populations, it is important to understand their ecology and behavior throughout their remaining range, including in protected areas, as these can act as vital refuges. In Sri Lanka, an endangered, endemic leopard sub-species (Panthera pardus kotiya) is the apex predator, and while its island-wide distribution is influenced by forest cover and protection level of the landscape, ecological and anthropogenic influences of finer scale landscape utilization are poorly understood. In the interior of Sri Lanka's largest protected area, Wilpattu National Park, we used remote cameras and a spatially explicit capture-recapture methodology to estimate leopard population density and quantify relative prey availability. We then employed linear models to compare four alternative hypotheses proposed to identify factors influencing observed leopard habitat selection within the PA. Adult leopard density was estimated at 10.4 individuals/100 km(2) which is at the higher end of the global spectrum of recorded leopard densities, and only marginally lower than other Sri Lankan National Parks which appear to have considerably higher available prey abundance. Leopard site utilization increased with increasing distance from park boundaries, suggesting the presence of edge effects due to anthropogenic disturbance. Leopard occurrence was also higher close to grazing lawns used by prey but not areas of higher prey abundance, evidence of 'leap-frogging', whereby carnivores bias movement toward spatially anchored preferred resources of their prey instead of prey directly. The relatively high core area leopard density, combined with avoidance of boundary areas and frequent observation of injuries suggests the possibility of density-dependent intra-specific competition and needs to be further investigated. These results illuminate essential aspects of leopard ecology in a key part of its remaining Sri Lankan range, providing important insights for protected area management.",2021,10.1111/jzo.12870,no_foraging,camera traps,obs,Panthera_pardus,carnivore,mammal,"population survey, not foraging",36,400,,,22,,,,,n = 36 cameras,
Slagsvold_2021,"Slagsvold, Tore; Wiebe, Karen L.",Egg covering in cavity nesting birds may prevent nest usurpation by other species,BEHAVIORAL ECOLOGY AND SOCIOBIOLOGY,"Some birds cover their eggs with nest material when they leave to forage. It has been suggested that such egg-covering aids thermoregulation or prevents predation but here we present a new hypothesis, that secondary cavity-nesting species cover their eggs to prevent nest usurpation by other birds. When the bottom of the cavity is dark, as when eggs are covered by nest material, it may be difficult for a prospecting competitor to see whether a defending nest owner or a predator is hiding inside the cavity. Competitors may therefore hesitate to enter dark cavities. We filmed 21 great tit (Parus major) nests during the egg-laying period and found that the female spent bouts of highly variable length outside the nest box (range 0.3-250 min, n = 51), so prospecting small passerines would have difficulty predicting whether an aggressive tit owner was in the box or would soon return. We presented prospecting male pied flycatchers (Ficedula hypoleuca) with a dyad of boxes (n = 93), each containing a great tit nest but only one with visible eggs. Flycatchers hesitated more to enter a nest box with no visible tit eggs than a box with exposed eggs. This was most evident for nest boxes with dark versus light interior paint, supporting the idea that better interior illumination makes prospecting birds more confident about entering an unfamiliar cavity. The usurpation and predation hypotheses are not mutually exclusive because both competitors and small predators may hesitate to enter dark, enclosed spaces if visibility is low. Significance statement Some birds deposit a layer of material on top of the eggs when they leave the nest. Several hypotheses have been proposed for such egg covering, for example that it may insulate the eggs and reduce the risk of nest predation. We propose a new hypothesis, namely that secondary hole-nesting birds cover their eggs when they leave the nest to prevent usurpation of the cavity by other birds. Great tits that we filmed at the nest during the egg-laying period could be absent for long periods. To test the hypothesis, we presented male pied flycatchers, potential nest competitors, with a dyad of nest boxes, each containing a great tit nest but only one with visible tit eggs. In support of the prediction, prospecting flycatchers hesitated to enter dark cavities with dark floors relative to boxes with exposed, reflective eggs.",2021,10.1007/s00265-021-03045-w,no_foraging,ethology,obs,Parus_major,passerine,bird,NOT FORAGING,,,,,,,,,,,
Morbey_2018,"Morbey, Yolanda E.; Guglielmo, Christopher G.; Taylor, Philip D.; Maggini, Ivan; Deakin, Jessica; Mackenzie, Stuart A.; Brown, J. Morgan; Zhao, Lin",Evaluation of sex differences in the stopover behavior and postdeparture movements of wood-warblers,BEHAVIORAL ECOLOGY,"Sex differences in the behaviors underlying avian protandry, where males arrive at breeding areas earlier than females, are still poorly understood for most species. We tested for sex differences in stopover behavior, refueling rates, and postdeparture movements during spring migration in 2 consecutive years in wood-warblers (Parulidae) at a coastal site on Lake Erie, Ontario, using automated radio telemetry (black-throated blue warblers Setophaga caerulescens and magnolia warblers Setophaga magnolia) and analysis of plasma metabolites as indicators of refueling (magnolia warblers, American redstarts Setophaga ruticilla, and common yellowthroats Geothylpis trichas). We found no differences between sexes in stopover duration or refueling index, although we did find subtle sex differences in the onset and end of diel activity. Males of both species began to forage earlier in the morning than females in 2015, and adult males of both species ended diel activity later in the evening than adult females in 2014 and 2015. More obvious were annual differences in stopover duration and the timing of diel activity, with shorter stopovers and an earlier onset of diel activity in the year with a warmer spring. We also did not find any evidence that sexes differed in their postdeparture ground speeds or migration routes. In wood-warblers, males and females can differ in some aspects of their stopover ecology, but these differences are likely context dependent and likely do not drive protandry in a consistent way.",2018,10.1093/beheco/arx123,no_foraging,telem,obs,"Setophagaa_caerulescens, Setophaga_magnolia, Setophage_ruticilla, Geothylpis_trichas",passerine,bird,not foraging,,,,,,,,,,,
